HESC_R1	HESC_R2	HSMM_R1	HSMM_R2
183.733299128785	136.071680488009	300.538680035655	191.535385394252
153.436618378605	209.884628297165	699.94898762189	419.665508465225
164.860277493333	249.604308853929	451.931561275649	404.762610482439
52.2812723222454	30.8781902290794	-65.0989859470236	12.3079051199262
88.5054642941363	84.6638470196209	25.0694955786023	83.3410245212524
158.569270281516	285.238145727314	258.112103558409	328.53040152713
109.76306388599	142.535347493541	27.0485880578846	13.5505719375136
98.3394047712626	134.899525306387	23.208389399875	16.3739870840065
-27.6164741422604	-9.67874402884352	-4.77934864103492	-3.38991894144379
-22.4838222393498	7.80327292738572	-35.6853291442525	-9.03674923442958
-53.6432296469191	12.8938210521551	-73.8021319719768	-43.146153275977
476.638404840526	394.852381150087	844.231839050608	487.427471981055
-26.8216148234596	-7.30092070669057	-44.0196926909248	-30.9479073837363
-74.5373332486674	-19.6923895381505	-34.5617879220868	-26.5437439083378
291.179652396962	316.283786696626	696.679156468624	615.952242674455
